"CC*","Organization","(Generated on 2021-11-21 at 00:48 for 2021-10-22 through 2021-11-20)"
"True","American Museum of Natural History"
"False","Arcadia University"
"False","Arizona State University"
"False","Brookhaven National Laboratory"
"False","Carnegie-Mellon University"
"False","Cornell University"
"False","DUNE"
"False","Duke University"
"False","Fermilab"
"False","Folding@Home Consortium (FAHC)"
"False","George Washington University"
"True","Georgia Institute of Technology"
"False","Icahn School of Medicine at Mount Sinai"
"False","Illinois Institute of Technology"
"False","International Gravitational-Wave Observatory Network (IGWN)"
"False","Jefferson Lab"
"False","Johns Hopkins University"
"False","LSU School of Public Health"
"False","Lancaster University"
"False","Massachusetts Institute of Technology"
"False","Michigan State University"
"True","New Mexico State University"
"False","Open Science Grid"
"False","Rice University"
"False","Rochester Institute of Technology"
"False","Rutgers, The State University of New Jersey"
"False","SeaQuest"
"True","Tufts University"
"False","University of Arizona"
"False","University of California, Berkeley"
"False","University of California, Davis"
"False","University of California, Merced"
"False","University of California, San Diego"
"False","University of Chicago"
"False","University of Colorado Denver"
"False","University of Guam"
"False","University of Hawaii at Manoa"
"False","University of Iowa"
"False","University of Michigan"
"False","University of North Dakota"
"False","University of Oxford"
"False","University of Pennsylvania"
"False","University of Pittsburgh"
"False","University of South Carolina"
"False","University of Texas at Austin"
"False","University of Utah"
"False","University of Wisconsin-Madison"
"False","Utrecht University"
"True","Wayne State University"
