Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,18,22.22277777777778,1001.701666666668,370
valetov,LancasterPPS,2021-03-18,2021-03-18,15,29.25138888888889,1001.0999999999996,202
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222218,383
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
alyons18,MIT_Choi,2021-04-11,2021-04-12,30,328.8905555555556,1001.0427777777786,1053
kneupane,CLAS12,2021-03-22,2021-03-22,21,75.11555555555556,1006.2772222222223,116
eholmbeck,CompBinFormMod,2021-04-07,2021-04-09,15,218.55138888888888,1000.1391666666676,7398
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,20,15.565277777777778,1001.6202777777778,359
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,20,8149.071944444445,1001.0980555555277,15592
maplewen,UCMerced_Han,2021-04-05,2021-04-05,31,164.32916666666668,1000.1036111111107,672
vdiogo,psychosisfmri,2021-03-25,2021-03-26,20,4.960277777777778,1001.256666666666,129
jeinck,Michigan_Brines,2021-03-25,2021-03-28,21,262.4169444444444,1005.4711111111109,180
vbondar,PainDrugs,2021-03-17,2021-03-18,17,16.623055555555556,1000.7744444444443,274
stranda,holosim,2021-03-24,2021-03-24,24,270.62611111111113,1000.4175000000001,863
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,25,1750.1013888888888,1000.2613888888887,14074
amoral70,DemoSims,2021-03-26,2021-03-27,26,9.703333333333333,1009.4855555555555,94
ch4mi,g4PSI,2021-04-02,2021-04-04,33,336.77694444444444,1001.2141666666657,1854
howardjp,COVID19_JHU_Howard,2021-04-08,2021-04-08,39,368.31166666666667,1000.355000000001,1404
