Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222218,383
eholmbeck,CompBinFormMod,2021-04-07,2021-04-09,15,218.55138888888888,1000.1391666666676,7398
valetov,LancasterPPS,2021-03-18,2021-03-18,15,29.39,1003.4861111111107,203
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
shuangerli,EvolSims,2021-03-21,2021-03-30,21,97.88777777777777,1000.1555555555568,2062
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,21,8149.071944444445,1001.0980555555277,15592
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,20,22.125555555555554,1001.6330555555569,369
kneupane,CLAS12,2021-03-22,2021-03-22,23,75.11555555555556,1006.2772222222223,116
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,22,15.565277777777778,1001.620277777778,359
maplewen,UCMerced_Han,2021-04-05,2021-04-05,33,164.32916666666668,1000.1036111111107,672
vdiogo,psychosisfmri,2021-03-25,2021-03-26,22,4.960277777777778,1001.256666666666,129
jeinck,Michigan_Brines,2021-03-16,2021-03-28,23,254.9813888888889,1040.9944444444445,207
oshaughn,CompBinFormMod,2021-03-14,2021-03-14,16,7.278333333333333,1001.923611111111,283
vbondar,PainDrugs,2021-03-17,2021-03-18,19,16.623055555555556,1000.7744444444443,274
stranda,holosim,2021-03-24,2021-03-24,26,270.62611111111113,1000.4175000000001,863
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,27,1749.891111111111,1000.0872222222222,14073
amoral70,DemoSims,2021-03-26,2021-03-27,28,9.703333333333333,1009.4855555555555,94
ch4mi,g4PSI,2021-04-02,2021-04-04,35,336.77694444444444,1001.2141666666656,1854
howardjp,COVID19_JHU_Howard,2021-04-08,2021-04-08,41,368.31166666666667,1000.3550000000009,1404
