Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222218,383
yxfu,PixleyLab,2021-03-12,2021-03-12,15,65.27222222222223,1001.2441666666666,201
valetov,LancasterPPS,2021-03-18,2021-03-18,16,29.39,1003.4861111111107,203
stranda,holosim,2021-03-24,2021-03-24,28,270.62611111111113,1000.4175000000002,863
kneupane,CLAS12,2021-03-22,2021-03-22,23,75.11555555555556,1006.2772222222223,116
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,20,22.125555555555554,1001.6330555555569,369
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,22,8149.071944444445,1001.0980555555277,15592
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
shuangerli,EvolSims,2021-03-18,2021-03-24,19,299.00388888888887,1000.0166666666701,2510
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,26,15.67388888888889,1000.5300000000001,364
jstoppelman3,electrolytes,2021-03-19,2021-03-19,15,18.231666666666666,1007.3163888888886,133
sjsabin,DemoSims,2021-03-14,2021-03-15,15,10.755277777777778,1026.6374999999998,92
yangpink,EvolSims,2021-03-23,2021-03-23,15,1136.483611111111,1000.9300000000015,860
jeinck,Michigan_Brines,2021-03-11,2021-03-28,28,217.00611111111112,1002.7283333333332,271
lavalv46,Rowan_Nguyen,2021-03-10,2021-03-11,17,72.07472222222222,1000.3724999999994,805
vdiogo,psychosisfmri,2021-03-30,2021-03-30,15,7.151944444444444,1014.5044444444441,56
oshaughn,CompBinFormMod,2021-03-14,2021-03-14,22,7.278333333333333,1001.923611111111,283
vbondar,PainDrugs,2021-03-17,2021-03-18,25,16.623055555555556,1000.7744444444443,274
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,33,1749.891111111111,1000.0872222222222,14073
amoral70,DemoSims,2021-03-26,2021-03-27,34,9.589166666666667,1009.4444444444445,91
ch4mi,g4PSI,2021-04-02,2021-04-04,41,336.77694444444444,1001.2141666666656,1854
