Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
shuangerli,EvolSims,2021-03-18,2021-03-24,18,299.00388888888887,1000.0166666666701,2510
yxfu,PixleyLab,2021-03-12,2021-03-12,15,65.27222222222223,1001.2441666666666,201
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222218,383
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,20,22.125555555555554,1001.6330555555569,369
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,22,8149.071944444445,1001.0980555555277,15592
stranda,holosim,2021-03-24,2021-03-24,28,270.62611111111113,1000.4175000000002,863
valetov,LancasterPPS,2021-03-18,2021-03-18,16,29.25138888888889,1001.0999999999996,202
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
kneupane,CLAS12,2021-03-22,2021-03-22,23,75.11555555555556,1006.2772222222223,116
jeinck,Michigan_Brines,2021-03-11,2021-03-28,25,217.00611111111112,1002.7283333333332,271
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,25,15.565277777777778,1001.620277777778,359
maplewen,UCMerced_Han,2021-04-05,2021-04-05,36,164.32916666666668,1000.1036111111107,672
vdiogo,psychosisfmri,2021-03-25,2021-03-26,25,4.960277777777778,1001.256666666666,129
oshaughn,CompBinFormMod,2021-03-14,2021-03-14,19,7.278888888888889,1001.9172222222221,283
vbondar,PainDrugs,2021-03-17,2021-03-18,22,16.623055555555556,1000.7744444444443,274
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,30,1750.1013888888888,1000.2613888888887,14074
amoral70,DemoSims,2021-03-26,2021-03-27,31,9.703333333333333,1009.4855555555555,94
ch4mi,g4PSI,2021-04-02,2021-04-04,38,336.77694444444444,1001.2141666666656,1854
