Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
valetov,LancasterPPS,2021-03-18,2021-03-18,15,29.39,1003.4861111111107,203
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222219,383
alyons18,MIT_Choi,2021-04-11,2021-04-12,30,328.8905555555556,1001.0427777777786,1053
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,18,22.22277777777778,1001.701666666668,370
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,19,15.565277777777778,1001.6202777777778,359
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,19,8149.071944444445,1001.0980555555277,15592
maplewen,UCMerced_Han,2021-04-05,2021-04-05,30,164.32916666666668,1000.1036111111107,672
vdiogo,psychosisfmri,2021-03-25,2021-03-26,19,4.960277777777778,1001.256666666666,129
jeinck,Michigan_Brines,2021-03-25,2021-03-28,20,262.4169444444444,1005.4711111111109,180
vbondar,PainDrugs,2021-03-17,2021-03-18,16,16.623055555555556,1000.7744444444443,274
kneupane,CLAS12,2021-03-22,2021-03-22,21,75.12083333333334,1012.1077777777779,116
stranda,holosim,2021-03-24,2021-03-24,23,270.62611111111113,1000.4175000000001,863
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,24,1750.1013888888888,1000.2613888888887,14074
amoral70,DemoSims,2021-03-26,2021-03-27,25,9.589166666666667,1009.4444444444446,91
ch4mi,g4PSI,2021-04-02,2021-04-04,32,336.77694444444444,1001.2141666666657,1854
howardjp,COVID19_JHU_Howard,2021-04-08,2021-04-08,38,368.31166666666667,1000.355000000001,1404
npcooley,BiomedInfo,2021-04-12,2021-04-13,42,14.768333333333333,1003.1561111111118,187
