"CC*","Organization","(Generated on 2022-09-02 at 01:48 for 2022-08-03 through 2022-09-01)"
"True","American Museum of Natural History"
"False","Arizona State University"
"False","Bay Area Environmental Research Institute"
"False","CERN"
"False","Carnegie-Mellon University"
"False","College of Charleston"
"False","Columbia University"
"False","Creighton University"
"False","DUNE"
"False","Duke University"
"False","Emory University"
"False","Fermilab"
"False","George Washington University"
"True","Georgia Institute of Technology"
"False","Illinois Institute of Technology"
"False","Indiana University"
"False","International Gravitational-Wave Observatory Network (IGWN)"
"False","Jefferson Lab"
"False","Kennesaw State University"
"False","Lancaster University"
"False","Massachusetts Institute of Technology"
"False","Michigan State University"
"False","National Institute of Allergy and Infectious Diseases"
"False","National Oceanic and Atmospheric Administration"
"False","New Jersey Institute of Technology"
"False","North Carolina State University"
"False","OSG"
"False","Pennsylvania State University"
"False","Rutgers, The State University of New Jersey"
"False","SeaQuest"
"False","Stanford University"
"False","Steadman Philippon Research Institute"
"True","Syracuse University"
"False","The University of Alabama at Birmingham"
"False","The University of Kansas"
"False","University of Arizona"
"False","University of California, Berkeley"
"False","University of California, Merced"
"False","University of California, San Diego"
"False","University of California, Santa Barbara"
"False","University of Chicago"
"False","University of Colorado Anschutz Medical Campus"
"False","University of Colorado Boulder"
"True","University of Connecticut"
"False","University of Illinois Urbana-Champaign"
"False","University of Iowa"
"False","University of Maryland"
"False","University of Michigan"
"False","University of New Mexico"
"False","University of Pennsylvania"
"False","University of Pittsburgh"
"False","University of Rochester"
"False","University of South Carolina"
"True","University of Southern California"
"False","University of Texas at Arlington"
"False","University of Utah"
"False","University of Wisconsin-Madison"
"False","Utah State University"
"True","Wayne State University"
