Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222218,383
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,18,22.125555555555554,1001.6330555555569,369
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,17,8149.071944444445,1001.0980555555277,15592
alyons18,MIT_Choi,2021-04-11,2021-04-12,30,328.8905555555556,1001.0427777777786,1053
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
victor_gonzalez,WayneStateU_Pruneau,2021-04-01,2021-04-07,20,22.572777777777777,1002.5238888888887,13
maplewen,UCMerced_Han,2021-04-05,2021-04-05,28,164.32916666666668,1000.1036111111107,672
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,18,15.565277777777778,1001.6202777777778,359
vdiogo,psychosisfmri,2021-03-25,2021-03-26,17,4.960277777777778,1001.256666666666,129
jeinck,Michigan_Brines,2021-03-25,2021-03-28,18,262.4169444444444,1005.4711111111109,180
vbondar,PainDrugs,2021-03-24,2021-03-25,15,9.98638888888889,1004.194722222222,154
valetov,LancasterPPS,2021-03-18,2021-03-18,15,29.39,1003.4861111111107,203
kneupane,CLAS12,2021-03-22,2021-03-22,19,75.11555555555556,1006.2772222222223,116
stranda,holosim,2021-03-24,2021-03-24,21,270.62611111111113,1000.4175000000001,863
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,22,1749.891111111111,1000.0872222222222,14073
amoral70,DemoSims,2021-03-26,2021-03-27,23,9.703333333333333,1009.4855555555556,94
ch4mi,g4PSI,2021-04-02,2021-04-04,30,336.77694444444444,1001.2141666666657,1854
howardjp,COVID19_JHU_Howard,2021-04-08,2021-04-08,36,368.31166666666667,1000.355000000001,1404
npcooley,BiomedInfo,2021-04-12,2021-04-13,40,14.768333333333333,1003.1561111111118,187
