Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,20,8149.071944444445,1001.0980555555277,15592
achapp,BiostatsChapple,2021-03-24,2021-03-24,15,20.41583333333333,1002.1572222222218,383
eholmbeck,CompBinFormMod,2021-04-07,2021-04-09,15,218.55138888888888,1000.1391666666676,7398
kvarela,SSGAforCSP,2021-03-22,2021-03-25,17,213.81861111111112,1000.108888888884,7546
valetov,LancasterPPS,2021-03-18,2021-03-18,15,29.25138888888889,1001.0999999999996,202
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,19,22.22277777777778,1001.701666666668,370
kneupane,CLAS12,2021-03-22,2021-03-22,22,75.12083333333334,1012.1077777777779,116
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,21,15.565277777777778,1001.6202777777778,359
maplewen,UCMerced_Han,2021-04-05,2021-04-05,32,164.32916666666668,1000.1036111111107,672
vdiogo,psychosisfmri,2021-03-25,2021-03-26,21,4.960277777777778,1001.256666666666,129
jeinck,Michigan_Brines,2021-03-16,2021-03-28,22,254.9813888888889,1040.9944444444445,207
oshaughn,CompBinFormMod,2021-03-14,2021-03-14,15,7.278888888888889,1001.9172222222221,283
vbondar,PainDrugs,2021-03-17,2021-03-18,18,16.623055555555556,1000.7744444444443,274
stranda,holosim,2021-03-24,2021-03-24,25,270.62611111111113,1000.4175000000002,863
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,26,1750.1013888888888,1000.2613888888887,14074
amoral70,DemoSims,2021-03-26,2021-03-27,27,9.703333333333333,1009.4855555555556,94
ch4mi,g4PSI,2021-04-02,2021-04-04,34,336.77694444444444,1001.2141666666657,1854
howardjp,COVID19_JHU_Howard,2021-04-08,2021-04-08,40,368.31166666666667,1000.355000000001,1404
