"CC*","Organization","(Generated on 2021-12-08 at 00:48 for 2021-11-08 through 2021-12-07)"
"True","American Museum of Natural History"
"False","Arcadia University"
"False","Arizona State University"
"False","Baylor University"
"False","Brookhaven National Laboratory"
"False","Brown University"
"False","CERN"
"False","Carnegie-Mellon University"
"False","College of Charleston"
"False","Cornell University"
"False","DUNE"
"False","Duke University"
"False","Fermilab"
"False","Folding@Home Consortium (FAHC)"
"False","George Washington University"
"True","Georgia Institute of Technology"
"False","Illinois Institute of Technology"
"False","International Gravitational-Wave Observatory Network (IGWN)"
"False","Jefferson Lab"
"False","Johns Hopkins University"
"False","LSU School of Public Health"
"False","Lancaster University"
"False","Massachusetts Institute of Technology"
"False","Michigan State University"
"False","New Jersey Institute of Technology"
"True","New Mexico State University"
"False","Open Science Grid"
"False","Pennsylvania State University"
"True","Rice University"
"False","Rochester Institute of Technology"
"False","Rutgers, The State University of New Jersey"
"False","SeaQuest"
"False","The University of Kansas"
"True","Tufts University"
"False","University of Arizona"
"False","University of California, Berkeley"
"False","University of California, Davis"
"False","University of California, Merced"
"False","University of California, San Diego"
"False","University of Chicago"
"False","University of Colorado Boulder"
"True","University of Connecticut"
"False","University of Guam"
"False","University of Hawaii at Manoa"
"False","University of Maryland"
"False","University of Michigan"
"False","University of Oxford"
"False","University of Pennsylvania"
"False","University of Pittsburgh"
"False","University of South Carolina"
"False","University of Texas at Austin"
"False","University of Utah"
"False","University of Virginia"
"False","University of Wisconsin-Madison"
"False","Utrecht University"
"False","Vanderbilt University"
"False","Washington University in St. Louis"
"True","Wayne State University"
"False","Wichita State University"
